ID,Gene,ncbi,RSG
4973,hsa84916,84916,NG_008278.1
4974,hsa84919,84919,NG_046737.1
4975,hsa84920,84920,NG_016389.1
4976,hsa84922,84922,NG_052830.1
4977,hsa8493,8493,NG_023265.1
4978,hsa84940,84940,NG_054920.1
4979,hsa84942,84942,NG_042034.1
4980,hsa84952,84952,NG_030584.2
4981,hsa84966,84966,NG_027535.2
4982,hsa84968,84968,NG_016372.2
4983,hsa84976,84976,NG_009243.2
4984,hsa84984,84984,NG_034109.1
4985,hsa84992,84992,NG_046719.1
4986,hsa85007,85007,NG_033253.2
4987,hsa85021,85021,NG_034016.1
4988,hsa8503,8503,NG_050949.1
4989,hsa8504,8504,NG_008459.1
4990,hsa8506,8506,NG_042091.1
4991,hsa8509,8509,NG_046905.1
4992,hsa8514,8514,NG_047091.1
4993,hsa8516,8516,NG_034116.1
4994,hsa8517,8517,NG_009896.1
4995,hsa8518,8518,NG_008788.1
4996,hsa8522,8522,NG_029502.2
4997,hsa8525,8525,NG_047092.1
4998,hsa8526,8526,NG_033888.1
4999,hsa8527,8527,NG_029495.1
5000,hsa8529,8529,NG_007971.2
5001,hsa85300,85300,NG_012638.1
5002,hsa8534,8534,NG_029811.1
5003,hsa85358,85358,NG_070230.1
5004,hsa85359,85359,NG_046957.1
5005,hsa85363,85363,NG_029122.1
5006,hsa85365,85365,NG_008928.1
5007,hsa85366,85366,NG_012847.1
5008,hsa85378,85378,NG_032160.1
5009,hsa8539,8539,NG_029841.1
5010,hsa8540,8540,NG_008968.1
5011,hsa85417,85417,NG_012880.1
5012,hsa8542,8542,NG_023228.1
5013,hsa8544,8544,NG_012549.1
5014,hsa85440,85440,NG_033073.2
5015,hsa85444,85444,NG_053066.1
5016,hsa85458,85458,NG_033127.2
5017,hsa8546,8546,NG_007268.1
5018,hsa8547,8547,NG_016279.1
5019,hsa85476,85476,NG_008441.1
5020,hsa85479,85479,NG_053039.1
5021,hsa8556,8556,NG_051602.2
5022,hsa8557,8557,NG_008892.1
5023,hsa8565,8565,NG_008408.1
5024,hsa8567,8567,NG_029462.1
5025,hsa8569,8569,NG_032029.2
5026,hsa857,857,NG_012051.1
5027,hsa8572,8572,NG_015836.2
5028,hsa8573,8573,NG_016754.2
5029,hsa8575,8575,NG_009053.1
5030,hsa858,858,NG_029920.1
5031,hsa859,859,NG_008797.2
5032,hsa860,860,NG_008020.2
5033,hsa8600,8600,NG_008990.1
5034,hsa8604,8604,NG_011781.2
5035,hsa8605,8605,NG_016021.1
5036,hsa8609,8609,NG_052989.1
5037,hsa861,861,NG_011402.2
5038,hsa8618,8618,NG_047093.1
5039,hsa862,862,NG_023272.3
5040,hsa8621,8621,NG_052965.1
5041,hsa8622,8622,NG_023364.2
5042,hsa8623,8623,NG_016772.1
5043,hsa8625,8625,NG_007432.1
5044,hsa8626,8626,NG_007550.3
5045,hsa863,863,NG_029533.1
5046,hsa8642,8642,NG_033858.2
5047,hsa8643,8643,NG_013369.1
5048,hsa8644,8644,NG_047094.1
5049,hsa8646,8646,NG_029559.1
5050,hsa8647,8647,NG_007374.2
5051,hsa8648,8648,NG_029014.2
5052,hsa865,865,NG_009281.1
5053,hsa8650,8650,NG_029061.2
5054,hsa8653,8653,NG_012831.1
5055,hsa8659,8659,NG_012283.1
5056,hsa8660,8660,NG_008154.1
5057,hsa86614,86614,NG_012030.1
5058,hsa8666,8666,NG_051197.1
5059,hsa867,867,NG_016808.1
5060,hsa8671,8671,NG_012653.1
5061,hsa8672,8672,NG_047026.1
5062,hsa8673,8673,NG_022887.1
5063,hsa8675,8675,NG_011831.2
5064,hsa8676,8676,NG_007613.1
5065,hsa868,868,NG_055547.1
5066,hsa8687,8687,NG_012295.1
5067,hsa8688,8688,NG_012294.1
5068,hsa8689,8689,NG_012293.1
5069,hsa8693,8693,NG_050753.1
5070,hsa8694,8694,NG_034192.1
5071,hsa87,87,NG_029480.1
5072,hsa8703,8703,NG_011480.1
5073,hsa8708,8708,NG_050644.1
5074,hsa871,871,NG_012052.1
5075,hsa8712,8712,NG_012550.1
5076,hsa87178,87178,NG_033012.1
5077,hsa8718,8718,NG_029910.1
5078,hsa8720,8720,NG_033017.1
5079,hsa8721,8721,NG_029208.1
5080,hsa8722,8722,NG_032973.1
5081,hsa8724,8724,NG_023278.1
5082,hsa8725,8725,NG_047095.1
5083,hsa8726,8726,NG_029595.1
5084,hsa8728,8728,NG_046960.1
5085,hsa8736,8736,NG_032120.1
5086,hsa8737,8737,NG_063914.1
5087,hsa8738,8738,NG_032159.2
5088,hsa874,874,NG_052818.1
5089,hsa8741,8741,NG_029949.1
5090,hsa8742,8742,NG_052944.1
5091,hsa8745,8745,NG_029874.2
5092,hsa875,875,NG_008938.1
5093,hsa8751,8751,NG_029667.1
5094,hsa8754,8754,NG_016335.1
5095,hsa8763,8763,NG_051926.1
5096,hsa8764,8764,NG_047096.1
5097,hsa8767,8767,NG_033016.2
5098,hsa8771,8771,NG_046961.1
5099,hsa8772,8772,NG_027966.1
5100,hsa8777,8777,NG_042810.1
5101,hsa8785,8785,NG_033953.1
5102,hsa8787,8787,NG_013021.2
5103,hsa8788,8788,NG_016863.3
5104,hsa8792,8792,NG_008098.1
5105,hsa8793,8793,NG_032579.1
5106,hsa8794,8794,NG_032578.1
5107,hsa8795,8795,NG_012145.1
5108,hsa8797,8797,NG_032107.1
5109,hsa8799,8799,NG_033000.3
5110,hsa88,88,NG_009081.2
5111,hsa8801,8801,NG_052945.1
5112,hsa8802,8802,NG_016755.1
5113,hsa8803,8803,NG_008241.1
5114,hsa8805,8805,NG_023286.1
5115,hsa8807,8807,NG_011481.1
5116,hsa8813,8813,NG_008923.1
5117,hsa8815,8815,NG_031874.1
5118,hsa8817,8817,NG_029158.1
5119,hsa8818,8818,NG_032927.1
5120,hsa8820,8820,NG_008242.1
5121,hsa8822,8822,NG_033889.1
5122,hsa8825,8825,NG_050580.1
5123,hsa8826,8826,NG_052946.1
5124,hsa8828,8828,NG_029567.2
5125,hsa8829,8829,NG_030328.1
5126,hsa8831,8831,NG_016137.2
5127,hsa8833,8833,NG_023247.1
5128,hsa8836,8836,NG_028126.1
5129,hsa8837,8837,NG_029005.1
5130,hsa8840,8840,NG_029529.1
5131,hsa8841,8841,NG_029678.2
5132,hsa8842,8842,NG_011696.2
5133,hsa8848,8848,NG_029852.2
5134,hsa8852,8852,NG_012552.2
5135,hsa8854,8854,NG_012259.1
5136,hsa8856,8856,NG_011856.1
5137,hsa8858,8858,NG_031993.2
5138,hsa886,886,NG_012053.1
5139,hsa8862,8862,NG_016718.1
5140,hsa8863,8863,NG_046850.1
5141,hsa8864,8864,NG_012146.1
5142,hsa8867,8867,NG_030017.1
5143,hsa8869,8869,NG_012807.1
5144,hsa887,887,NG_030591.1
5145,hsa8871,8871,NG_029907.1
5146,hsa8875,8875,NG_050645.1
5147,hsa8878,8878,NG_011342.1
5148,hsa8880,8880,NG_033243.2
5149,hsa8887,8887,NG_029523.1
5150,hsa8888,8888,NG_033881.1
5151,hsa889,889,NG_012964.1
5152,hsa8890,8890,NG_009305.1
5153,hsa8891,8891,NG_015864.1
5154,hsa8892,8892,NG_013333.1
5155,hsa8893,8893,NG_015826.1
5156,hsa8898,8898,NG_008333.1
5157,hsa89,89,NG_013304.2
5158,hsa890,890,NG_052974.1
5159,hsa8905,8905,NG_009274.2
5160,hsa8906,8906,NG_011937.1
5161,hsa8908,8908,NG_021257.1
5162,hsa8910,8910,NG_008893.3
5163,hsa8911,8911,NG_052947.1
5164,hsa8912,8912,NG_012647.1
5165,hsa8913,8913,NG_032024.1
5166,hsa8915,8915,NG_012216.2
5167,hsa8924,8924,NG_016355.1
5168,hsa8925,8925,NG_046958.1
5169,hsa8926,8926,NG_012958.1
5170,hsa8927,8927,NG_015892.1
5171,hsa8928,8928,NG_030003.1
5172,hsa8929,8929,NG_008243.1
5173,hsa8930,8930,NG_033106.1
5174,hsa8932,8932,NG_029550.1
5175,hsa8938,8938,NG_033974.2
5176,hsa894,894,NG_034254.1
5177,hsa8942,8942,NG_023254.1
5178,hsa8943,8943,NG_052886.2
5179,hsa8945,8945,NG_009234.1
5180,hsa896,896,NG_041939.1
5181,hsa8972,8972,NG_033954.1
5182,hsa8974,8974,NG_052887.1
5183,hsa89765,89765,NG_034257.1
5184,hsa89781,89781,NG_009763.2
5185,hsa89782,89782,NG_047207.1
5186,hsa89796,89796,NG_053179.1
5187,hsa89797,89797,NG_030347.1
5188,hsa8985,8985,NG_012148.1
5189,hsa89853,89853,NG_029787.1
5190,hsa89857,89857,NG_053012.1
5191,hsa89869,89869,NG_052826.1
5192,hsa8988,8988,NG_027758.1
5193,hsa89884,89884,NG_008081.1
5194,hsa89885,89885,NG_016398.1
5195,hsa89891,89891,NG_034056.1
5196,hsa89941,89941,NG_031824.1
5197,hsa8996,8996,NG_029566.1
5198,hsa8997,8997,NG_012742.2
5199,hsa89970,89970,NG_046342.1
5200,hsa9,9,NG_012245.2
5201,hsa90,90,NG_008004.1
5202,hsa90019,90019,NG_034029.1
5203,hsa9002,9002,NG_032894.1
5204,hsa90060,90060,NG_016255.2
5205,hsa90121,90121,NG_051993.1
5206,hsa90134,90134,NG_041938.1
5207,hsa9020,9020,NG_033823.1
5208,hsa9021,9021,NG_016851.1
5209,hsa90268,90268,NG_051625.1
5210,hsa90293,90293,NG_016759.1
5211,hsa9031,9031,NG_027679.1
5212,hsa9033,9033,NG_047099.1
5213,hsa90411,90411,NG_016428.2
5214,hsa9043,9043,NG_029710.1
5215,hsa9047,9047,NG_016849.1
5216,hsa9049,9049,NG_008969.1
5217,hsa905,905,NG_029189.1
5218,hsa9051,9051,NG_007526.1
5219,hsa9054,9054,NG_033237.1
5220,hsa9055,9055,NG_050647.1
5221,hsa9056,9056,NG_012851.2
5222,hsa9060,9060,NG_012150.1
5223,hsa90627,90627,NG_029752.2
5224,hsa9063,9063,NG_029865.2
5225,hsa9064,9064,NG_051309.1
5226,hsa90678,90678,NG_032008.1
5227,hsa9073,9073,NG_050758.1
5228,hsa9075,9075,NG_016445.1
5229,hsa9076,9076,NG_021418.1
5230,hsa9083,9083,NG_009862.1
5231,hsa90843,90843,NG_016256.1
5232,hsa9085,9085,NG_011754.1
5233,hsa90850,90850,NG_032989.1
5234,hsa90865,90865,NG_047209.1
5235,hsa9091,9091,NG_034206.1
5236,hsa9093,9093,NG_029866.1
5237,hsa90933,90933,NG_030346.1
5238,hsa9094,9094,NG_012302.1
5239,hsa9095,9095,NG_008244.1
5240,hsa9099,9099,NG_029825.2
5241,hsa90993,90993,NG_033264.1
5242,hsa91,91,NG_022926.1
5243,hsa9101,9101,NG_047101.1
5244,hsa9103,9103,NG_011982.1
5245,hsa9112,9112,NG_029515.1
5246,hsa91137,91137,NG_051334.1
5247,hsa9114,9114,NG_011482.1
5248,hsa91147,91147,NG_009190.1
5249,hsa91179,91179,NG_031868.2
5250,hsa9118,9118,NG_012318.1
5251,hsa91252,91252,NG_017073.1
5252,hsa9126,9126,NG_012217.1
5253,hsa9128,9128,NG_034225.1
5254,hsa9129,9129,NG_008245.1
5255,hsa9130,9130,NG_013233.1
5256,hsa9131,9131,NG_013217.1
5257,hsa9132,9132,NG_008139.3
5258,hsa9134,9134,NG_029611.1
5259,hsa914,914,NG_050908.1
5260,hsa9145,9145,NG_047102.1
5261,hsa9149,9149,NG_034145.1
5262,hsa915,915,NG_009891.1
5263,hsa9150,9150,NG_007988.1
5264,hsa9152,9152,NG_013086.2
5265,hsa91544,91544,NG_028986.1
5266,hsa9156,9156,NG_029100.2
5267,hsa91574,91574,NG_027517.1
5268,hsa9158,9158,NG_047103.1
5269,hsa916,916,NG_007383.1
5270,hsa91624,91624,NG_016625.1
5271,hsa91647,91647,NG_012824.1
5272,hsa91662,91662,NG_008651.2
5273,hsa917,917,NG_007566.1
5274,hsa91752,91752,NG_046950.1
5275,hsa91754,91754,NG_051093.1
5276,hsa9179,9179,NG_016312.1
5277,hsa9180,9180,NG_016236.1
5278,hsa9184,9184,NG_033794.1
5279,hsa9185,9185,NG_012557.1
5280,hsa91851,91851,NG_012816.1
5281,hsa91869,91869,NG_009203.1
5282,hsa9187,9187,NG_031968.2
5283,hsa9189,9189,NG_016364.1
5284,hsa91893,91893,NG_029081.1
5285,hsa919,919,NG_007384.1
5286,hsa91942,91942,NG_008978.1
5287,hsa91949,91949,NG_021287.1
5288,hsa91977,91977,NG_032584.1
5289,hsa920,920,NG_027688.1
5290,hsa9203,9203,NG_016407.1
5291,hsa9209,9209,NG_053016.1
5292,hsa9210,9210,NG_012894.1
5293,hsa9211,9211,NG_011832.1
5294,hsa92129,92129,NG_022934.1
5295,hsa9215,9215,NG_009929.2
5296,hsa9217,9217,NG_008073.2
5297,hsa9223,9223,NG_029778.2
5298,hsa9227,9227,NG_009110.1
5299,hsa9228,9228,NG_009409.2
5300,hsa9231,9231,NG_011484.1
5301,hsa92335,92335,NG_015817.1
5302,hsa92344,92344,NG_012237.1
5303,hsa9235,9235,NG_029254.1
5304,hsa92359,92359,NG_029879.1
5305,hsa92399,92399,NG_051806.1
5306,hsa9241,9241,NG_011958.1
5307,hsa9244,9244,NG_013370.1
5308,hsa9247,9247,NG_008970.1
5309,hsa9248,9248,NG_016405.2
5310,hsa92482,92482,NG_041778.1
5311,hsa925,925,NG_011608.2
5312,hsa92521,92521,NG_029768.2
5313,hsa9255,9255,NG_028166.1
5314,hsa92609,92609,NG_051245.1
5315,hsa9261,9261,NG_029640.1
5316,hsa9265,9265,NG_029882.1
5317,hsa92667,92667,NG_042236.1
5318,hsa92689,92689,NG_053162.1
5319,hsa92703,92703,NG_053085.1
5320,hsa92736,92736,NG_033062.2
5321,hsa9275,9275,NG_027959.1
5322,hsa928,928,NG_055677.1
5323,hsa9282,9282,NG_016325.1
5324,hsa92840,92840,NG_055254.1
5325,hsa9289,9289,NG_011643.1
5326,hsa929,929,NG_023178.1
5327,hsa9294,9294,NG_046802.1
5328,hsa93,93,NG_011791.1
5329,hsa930,930,NG_007275.1
5330,hsa931,931,NG_023388.1
5331,hsa9313,9313,NG_012151.1
5332,hsa93183,93183,NG_012238.1
5333,hsa93185,93185,NG_030031.1
5334,hsa9320,9320,NG_053017.1
5335,hsa9321,9321,NG_016970.1
5336,hsa93210,93210,NG_034125.1
5337,hsa93233,93233,NG_033251.1
5338,hsa9324,9324,NG_029598.1
5339,hsa9325,9325,NG_046848.1
5340,hsa9330,9330,NG_030373.1
5341,hsa9332,9332,NG_029826.1
5342,hsa9342,9342,NG_012152.1
5343,hsa93426,93426,NG_052008.1
5344,hsa9343,9343,NG_032674.1
5345,hsa9344,9344,NG_030462.1
5346,hsa9351,9351,NG_047104.1
5347,hsa9353,9353,NG_047105.1
5348,hsa9354,9354,NG_047106.1
5349,hsa9361,9361,NG_033142.1
5350,hsa9363,9363,NG_012558.1
5351,hsa93649,93649,NG_012972.1
5352,hsa93664,93664,NG_016215.2
5353,hsa9368,9368,NG_013022.1
5354,hsa9369,9369,NG_052991.1
5355,hsa9370,9370,NG_021140.1
5356,hsa9378,9378,NG_011878.1
5357,hsa9379,9379,NG_047107.1
5358,hsa9380,9380,NG_008135.1
5359,hsa9381,9381,NG_009937.1
5360,hsa9382,9382,NG_008971.1
5361,hsa939,939,NG_031995.1
5362,hsa9392,9392,NG_050952.1
5363,hsa93986,93986,NG_007491.3
5364,hsa94,94,NG_009549.1
5365,hsa940,940,NG_029618.1
5366,hsa9400,9400,NG_029617.1
5367,hsa9401,9401,NG_016430.2
5368,hsa94025,94025,NG_055257.1
5369,hsa9409,9409,NG_008460.1
5370,hsa9411,9411,NG_050965.1
5371,hsa94120,94120,NG_029794.1
5372,hsa94121,94121,NG_016858.2
5373,hsa94122,94122,NG_013265.1
5374,hsa9413,9413,NG_052888.1
5375,hsa94137,94137,NG_028035.1
5376,hsa9414,9414,NG_016342.2
5377,hsa9419,9419,NG_034144.1
5378,hsa942,942,NG_029928.1
5379,hsa9421,9421,NG_052889.1
5380,hsa9422,9422,NG_016432.1
5381,hsa9429,9429,NG_032067.2
5382,hsa943,943,NG_029573.2
5383,hsa9439,9439,NG_031860.2
5384,hsa9440,9440,NG_028028.1
5385,hsa9444,9444,NG_029604.2
5386,hsa9445,9445,NG_013069.2
5387,hsa9446,9446,NG_023362.1
5388,hsa9451,9451,NG_016424.1
5389,hsa9452,9452,NG_016412.1
5390,hsa9454,9454,NG_033947.1
5391,hsa9455,9455,NG_029435.2
5392,hsa9459,9459,NG_008873.1
5393,hsa946,946,NG_051195.1
5394,hsa9462,9462,NG_047109.1
5395,hsa9464,9464,NG_046954.1
5396,hsa9465,9465,NG_029123.1
5397,hsa9468,9468,NG_013253.1
5398,hsa9469,9469,NG_012635.1
5399,hsa9475,9475,NG_029769.1
5400,hsa9477,9477,NG_042059.1
5401,hsa9478,9478,NG_029321.1
5402,hsa9479,9479,NG_012153.1
5403,hsa948,948,NG_008192.1
5404,hsa9482,9482,NG_047110.1
5405,hsa9487,9487,NG_032651.1
5406,hsa949,949,NG_028199.1
5407,hsa9493,9493,NG_042269.1
5408,hsa9495,9495,NG_033983.1
5409,hsa9496,9496,NG_008080.1
5410,hsa9497,9497,NG_032673.1
5411,hsa9498,9498,NG_032675.2
5412,hsa9499,9499,NG_008894.1
5413,hsa95,95,NG_012036.1
5414,hsa950,950,NG_012054.1
5415,hsa9500,9500,NG_012559.2
5416,hsa9501,9501,NG_023031.1
5417,hsa9509,9509,NG_023212.3
5418,hsa9513,9513,NG_028105.1
5419,hsa9516,9516,NG_009008.1
5420,hsa9517,9517,NG_028282.1
5421,hsa9519,9519,NG_031808.2
5422,hsa9524,9524,NG_028336.1
5423,hsa9526,9526,NG_009204.1
5424,hsa953,953,NG_042803.1
5425,hsa9531,9531,NG_016125.1
5426,hsa9533,9533,NG_028283.3
5427,hsa9538,9538,NG_032933.1
5428,hsa954,954,NG_029427.1
5429,hsa9540,9540,NG_029715.1
5430,hsa9557,9557,NG_052905.1
5431,hsa956,956,NG_047041.1
5432,hsa9562,9562,NG_013023.1
5433,hsa9563,9563,NG_012218.1
5434,hsa9568,9568,NG_016426.1
5435,hsa9569,9569,NG_027954.1
5436,hsa9570,9570,NG_031806.2
5437,hsa9572,9572,NG_033084.1
5438,hsa9577,9577,NG_051044.1
5439,hsa958,958,NG_007279.1
5440,hsa9581,9581,NG_016429.1
5441,hsa9583,9583,NG_030021.1
5442,hsa9584,9584,NG_029955.1
5443,hsa959,959,NG_007280.1
5444,hsa9590,9590,NG_029875.1
5445,hsa960,960,NG_008937.1
5446,hsa9611,9611,NG_047111.1
5447,hsa9612,9612,NG_022928.2
5448,hsa9615,9615,NG_030562.1
5449,hsa9620,9620,NG_030466.2
5450,hsa9622,9622,NG_012154.2
5451,hsa9625,9625,NG_029981.1
5452,hsa9627,9627,NG_011486.2
5453,hsa9628,9628,NG_029236.1
5454,hsa9631,9631,NG_034131.1
5455,hsa9636,9636,NG_033033.2
5456,hsa9639,9639,NG_008480.1
5457,hsa9640,9640,NG_028094.2
5458,hsa9645,9645,NG_051801.1
5459,hsa9646,9646,NG_051671.1
5460,hsa9650,9650,NG_047112.1
5461,hsa9652,9652,NG_023414.1
5462,hsa9657,9657,NG_015887.1
5463,hsa9658,9658,NG_032949.1
5464,hsa9659,9659,NG_027693.2
5465,hsa966,966,NG_008057.1
5466,hsa9662,9662,NG_032806.1
5467,hsa9665,9665,NG_021407.1
5468,hsa9667,9667,NG_050735.1
5469,hsa967,967,NG_008347.1
5470,hsa9672,9672,NG_013371.1
5471,hsa9677,9677,NG_022929.1
5472,hsa9684,9684,NG_033083.1
5473,hsa9685,9685,NG_027820.2
5474,hsa9688,9688,NG_052904.1
5475,hsa9693,9693,NG_063926.1
5476,hsa9699,9699,NG_053027.1
5477,hsa9701,9701,NG_054883.1
5478,hsa9702,9702,NG_029829.1
5479,hsa9703,9703,NG_053109.1
5480,hsa9706,9706,NG_047113.1
5481,hsa9711,9711,NG_034153.2
5482,hsa972,972,NG_029730.1
5483,hsa9722,9722,NG_015979.2
5484,hsa9723,9723,NG_021242.2
5485,hsa973,973,NG_009619.1
5486,hsa9731,9731,NG_046726.1
5487,hsa9732,9732,NG_028060.2
5488,hsa9733,9733,NG_012155.2
5489,hsa9734,9734,NG_023250.3
5490,hsa9735,9735,NG_046952.1
5491,hsa9737,9737,NG_021332.1
5492,hsa9739,9739,NG_052948.1
5493,hsa974,974,NG_007368.1
5494,hsa9742,9742,NG_032783.1
5495,hsa975,975,NG_023386.1
5496,hsa9750,9750,NG_051606.1
5497,hsa9757,9757,NG_052906.1
5498,hsa9758,9758,NG_016419.3
5499,hsa9759,9759,NG_009235.1
5500,hsa976,976,NG_029253.1
5501,hsa9767,9767,NG_013324.3
5502,hsa977,977,NG_007478.1
5503,hsa9775,9775,NG_046916.1
5504,hsa9776,9776,NG_051811.1
5505,hsa9782,9782,NG_012846.1
5506,hsa9785,9785,NG_034207.1
5507,hsa9791,9791,NG_034054.1
5508,hsa9793,9793,NG_029924.1
5509,hsa9794,9794,NG_046922.1
5510,hsa9805,9805,NG_047114.1
5511,hsa9815,9815,NG_029885.1
5512,hsa9816,9816,NG_050743.1
5513,hsa9818,9818,NG_033956.1
5514,hsa9820,9820,NG_016205.1
5515,hsa9821,9821,NG_015833.2
5516,hsa9823,9823,NG_013221.2
5517,hsa9824,9824,NG_051557.1
5518,hsa9829,9829,NG_033843.1
5519,hsa983,983,NG_029877.1
5520,hsa9839,9839,NG_016431.1
5521,hsa9841,9841,NG_029388.1
5522,hsa9842,9842,NG_012932.1
5523,hsa9846,9846,NG_016171.1
5524,hsa9849,9849,NG_033267.2
5525,hsa9851,9851,NG_054885.1
5526,hsa9852,9852,NG_008418.1
5527,hsa9856,9856,NG_016206.1
5528,hsa9859,9859,NG_029663.2
5529,hsa9863,9863,NG_011487.2
5530,hsa987,987,NG_032855.1
5531,hsa9871,9871,NG_042032.1
5532,hsa9882,9882,NG_042850.1
5533,hsa9885,9885,NG_042164.1
5534,hsa9887,9887,NG_029808.1
5535,hsa9894,9894,NG_050910.1
5536,hsa9895,9895,NG_042851.1
5537,hsa9899,9899,NG_051558.1
5538,hsa990,990,NG_028240.2
5539,hsa9900,9900,NG_050966.1
5540,hsa9902,9902,NG_033955.1
5541,hsa9905,9905,NG_051965.1
5542,hsa9907,9907,NG_028111.1
5543,hsa9927,9927,NG_007945.1
5544,hsa9928,9928,NG_042074.1
5545,hsa9935,9935,NG_023378.1
5546,hsa9939,9939,NG_032654.2
5547,hsa994,994,NG_029040.2
5548,hsa9947,9947,NG_015871.1
5549,hsa9948,9948,NG_027876.1
5550,hsa9949,9949,NG_016469.2
5551,hsa9950,9950,NG_023248.2
5552,hsa9962,9962,NG_029959.2
5553,hsa9966,9966,NG_011488.2
5554,hsa9968,9968,NG_012808.1
5555,hsa9969,9969,NG_046948.1
5556,hsa9970,9970,NG_029113.1
5557,hsa9971,9971,NG_029843.1
5558,hsa9973,9973,NG_008733.1
5559,hsa998,998,NG_047042.3
5560,hsa9987,9987,NG_029681.1
5561,hsa9988,9988,NG_029536.1
5562,hsa999,999,NG_008021.1
5563,hsa9990,9990,NG_007951.1
5564,hsa9992,9992,NG_008804.1
5565,hsa9993,9993,NG_021333.2
5566,hsa9997,9997,NG_016235.1
